Question,SelectedOptionId,TC Category Code
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned (investment: interest, dividend, capital gains) income in excess of $1250?",Yes,TC.KID
Did you have any children that were under age 19 or were a full-time student under age 24 that had income in 2023?,No,NOT REQUIERED
Did you have any children that were under age 19 or were a full-time student under age 24 that had income in 2023?,Yes,TC.KID
Did you have any children that were under age 19 or were a full-time student under age 24 that had income in 2023?,N/A,NOT REQUIERED
"Did you have any children that were under age 19 or full-time students under age 24, that had interest and dividend income in excess of $1,250, or total investment income in excess of $2,500? If yes, do you want us to prepare a tax return for your child?",N/A,NOT REQUIERED
"Did you have any children that were under age 19 or full-time students under age 24, that had interest and dividend income in excess of $1,250, or total investment income in excess of $2,500? If yes, do you want us to prepare a tax return for your child?",No,NOT REQUIERED
"Did you have a medical savings account (MSA), a Medicare + Choice MSA, or acquire an interest in an MSA or a Medicare + Choice MSA because of the death of the account holder?",No,NOT REQUIERED
Did you have a health savings account (HSA)?,Yes,TC.HSA
Did you have a health savings account (HSA)?,No,NOT REQUIERED
"Did you have a change to your bank information during 2023? If yes, provide your complete routing number and checking account number. ",Yes,TC.OTH
"Did you have a change to your bank information during 2023? If yes, provide your complete routing number and checking account number. ",N/A,NOT REQUIERED
"Did you have a change to your bank information during 2023? If yes, provide your complete routing number and checking account number. ",No,NOT REQUIERED
"Did you get married in 2023? If yes, then you need to include all your new spouses tax documents",No,NOT REQUIERED
"Did you get married in 2023? If yes, then you need to include all your new spouses tax documents",Yes,TC.OTH
"Did you foreclose or abandon a primary residence or real property? If yes, provide 1099-A or C.",No,NOT REQUIERED
"Did you foreclose or abandon a primary residence or real property? If yes, provide 1099-A or C.",N/A,NOT REQUIERED
Did you foreclose or abandon a primary residence or real property?,No,NOT REQUIERED
Did you foreclose or abandon a primary residence or real property?,N/A,NOT REQUIERED
Did you foreclose or abandon a primary residence or real property?,Yes,TC.OTH
"Did you foreclose or abandon a primary residence or other real property? If yes, provide copies of Form 1099-A and/or Form 1099-C received from the lender.",Yes,TC.OTH
Did you file your Federal and state(s) tax returns for the prior two tax years?,Yes,TC.PYI
Did you file your Federal and state(s) tax returns for the prior tax year?,N/A,NOT REQUIERED
Did you file returns in 2021 and 2022?,Yes,TC.PYI
"Did you file a tax return in 2022? If yes, please upload a copy of the IRS and State filing. ",Yes,TC.PYI
"Did you file a tax return for the prior year?  If yes and not previously provided to us, please upload a copy of the return.",Yes,TC.PYI
"Did you file a tax return for the prior year?  If yes and not previously provided to us, please upload a copy of the return.",N/A,NOT REQUIERED
"Did you file a tax return for the prior year?  If yes and not previously provided to us, please upload a copy of the return.",No,NOT REQUIERED
"Did you file a tax return for tax year 2022? If yes, please upload a copy of this return. ",Yes,TC.PYI
Did you file a Sec. 83(b) election?,No,NOT REQUIERED
Did you file a Sec. 83(b) election?,Yes,TC.OTH
Did you file a Sec. 83(b) election?,N/A,NOT REQUIERED
"Did you engage in any of the following in crypto activities in 2023: (A) Sold cryptocurrency (or NFTs) and received cash, or traded cryptocurrency (or NFTs) for another cryptocurrency (or NFTs); (B) Spent cryptocurrency to purchase goods or services; (C) Received cryptocurrency through wages, interest income, airdrops, hard forks, mining or other rewards; (D) Received and/or sent cryptocurrency as a gift; (E) Purchased cryptocurrency using USD/EUR/OTHER; (F) Transferred cryptocurrency between your own wallets & exchange accounts; (G) Disposed of ""financial interest"" in digital assets?",N/A,NOT REQUIERED
"Did you engage in any of the following in crypto activities in 2023: (A) Sold cryptocurrency (or NFTs) and received cash, or traded cryptocurrency (or NFTs) for another cryptocurrency (or NFTs); (B) Spent cryptocurrency to purchase goods or services; (C) Received cryptocurrency through wages, interest income, airdrops, hard forks, mining or other rewards; (D) Received and/or sent cryptocurrency as a gift; (E) Purchased cryptocurrency using USD/EUR/OTHER; (F) Transferred cryptocurrency between your own wallets & exchange accounts; (G) Disposed of ""financial interest"" in digital assets?",Yes,TC.OTH
"Did you engage in any of the following in crypto activities in 2023: (A) Sold cryptocurrency (or NFTs) and received cash, or traded cryptocurrency (or NFTs) for another cryptocurrency (or NFTs); (B) Spent cryptocurrency to purchase goods or services; (C) Received cryptocurrency through wages, interest income, airdrops, hard forks, mining or other rewards; (D) Received and/or sent cryptocurrency as a gift; (E) Purchased cryptocurrency using USD/EUR/OTHER; (F) Transferred cryptocurrency between your own wallets & exchange accounts; (G) Disposed of ""financial interest"" in digital assets?",No,NOT REQUIERED
"Did you engage in any of the following in crypto activities in 2022: (A) Sold cryptocurrency (or NFTs) and received cash, or traded cryptocurrency (or NFTs) for another cryptocurrency (or NFTs); (B) Spent cryptocurrency to purchase goods or services; (C) Received cryptocurrency through wages, interest income, airdrops, hard forks, mining or other rewards; (D) Received and/or sent cryptocurrency as a gift; (E) Purchased cryptocurrency using USD/EUR/OTHER; (F) Transferred cryptocurrency between your own wallets & exchange accounts; (G) Disposed of ""financial interest"" in digital assets?",Yes,TC.OTH
"Did you engage in any of the following in crypto activities in 2022: (A) Sold cryptocurrency (or NFTs) and received cash, or traded cryptocurrency (or NFTs) for another cryptocurrency (or NFTs); (B) Spent cryptocurrency to purchase goods or services; (C) Received cryptocurrency through wages, interest income, airdrops, hard forks, mining or other rewards; (D) Received and/or sent cryptocurrency as a gift; (E) Purchased cryptocurrency using USD/EUR/OTHER; (F) Transferred cryptocurrency between your own wallets & exchange accounts; (G) Disposed of ""financial interest"" in digital assets?",No,NOT REQUIERED
Did you donate a vehicle or boat during the year? ,No,NOT REQUIERED
Did you donate a vehicle or boat during the year? ,N/A,NOT REQUIERED
"Did you convert part or all of your traditional, SEP, or SIMPLE IRA to a ROTH IRA in 2022?",Yes,TC.IRC
"Did you convert part or all of your traditional, SEP, or SIMPLE IRA to a ROTH IRA in 2022?",N/A,NOT REQUIERED
"Did you convert part or all of your traditional, SEP, or SIMPLE IRA to a ROTH IRA in 2022?",No,NOT REQUIERED
Did you convert any of your IRA or retirement plan account balances to a ROTH IRA or ROTH 401(k)?,No,NOT REQUIERED
Did you convert any of your IRA or retirement plan account balances to a ROTH IRA or ROTH 401(k)?,Yes,TC.IRA
Did you convert any of your IRA or retirement plan account balances to a ROTH IRA or ROTH 401(k)?,N/A,NOT REQUIERED
Did you convert an existing IRA into a Roth IRA?,Yes,TC.IRA
Did you convert an existing IRA into a Roth IRA?,N/A,NOT REQUIERED
Did you convert an existing IRA into a Roth IRA?,No,NOT REQUIERED
"Did you convert a traditional IRA to a Roth IRA during the year? If yes, please upload all Forms 1099-R related to the conversion and Forms 5498 for all IRA accounts (regular and Roth IRA).",N/A,NOT REQUIERED
"Did you convert a traditional IRA to a Roth IRA during the year? If yes, please upload all Forms 1099-R related to the conversion and Forms 5498 for all IRA accounts (regular and Roth IRA).",Yes,TC.IRA
"Did you convert a traditional IRA to a Roth IRA during the year? If yes, please upload all Forms 1099-R related to the conversion and Forms 5498 for all IRA accounts (regular and Roth IRA).",No,NOT REQUIERED
Did you contribute to a Heathcare Spending Account (HSA) ,Yes,TC.HSA
Did you contribute to a Heathcare Spending Account (HSA) ,No,NOT REQUIERED
Did you contribute to a 529 Plan? ,Yes,TC.OTH
Did you contribute to a 529 Plan?,No,NOT REQUIERED
Did you contribute to a 529 Plan? ,N/A,NOT REQUIERED
Did you collect Pension or other distribution?,N/A,NOT REQUIERED
Did you collect Pension or other distribution?,No,NOT REQUIERED
Did you collect Pension or other distribution?,Yes,TC.IRA
Did you cash any Series EE or I U.S. Savings bonds issued after 1989?,Yes,TC.OTH
Did you cash any Series EE or I U.S. Savings bonds issued after 1989?,No,NOT REQUIERED
"Did you buy, sell, or exchange any cryptocurrencies/digital assets (including trade of any derivative contracts for those currencies and exchanging them for any goods or services)?",No,NOT REQUIERED
