CPAQuestions,AnswerText,SelectedOptionId,OptionText,FormCategoryId,FirmId,Category Name,FormTypeID
"Did you, your spouse, or dependent received healthcare coverage through the Marketplace?",NULL,1,Yes,1859,1971,Business auto usage,0
"During 2023, did you receive any notices or settle any examinations concerning your prior years’ Federal, State, Local, or Foreign tax returns which you have not previously provided to us? If yes, please attach a copy of the notice.",NULL,1,Yes,1853,2330,1099-C,0
Did you or your spouse take out a home equity loan this year?,NULL,2,No,1837,1930,529/Coverdell Year End Statement ,0
"CRYPTOCURRENCY: Did you/spouse buy, sell, or exchange any cryptocurrencies in 2023? This includes trading any derivative contracts for those currencies and exchanging them for any goods or services.",NULL,3,N/A,3208,377,0,0
"Did your spouse receive any ministerial income from outside of your employment (speaking, book or music royalties, etc) that will be reported on Schedule C?  ",NULL,1,Yes,1850,2205,1098-T (Education),0
Please provide W-2s for all household employees. ,NULL,1,Yes,1858,2059,Crypto,0
"Did you or your spouse receive dividend income during the year? If yes, please upload all Forms 1099-DIV or consolidated 1099 from your broker.",NULL,2,No,1849,702,Estimated Tax Payments,0
Did you or your spouse pay estimated taxes for the tax year?,NULL,1,Yes,1895,2205,Loan Closing Statement,0
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,NULL,3,N/A,1851,1928,Foreign Bank Account,0
"Did you, your spouse, or your dependents incur education related expenses during the year?",NULL,1,Yes,1864,2131,PPP Loan Details,0
Did any of your dependents under the age of 25 earn income in 2023? ,NULL,2,No,1854,1793,1099-G,0
"Did you or your spouse receive deferred, retirement, or severance compensation?",NULL,2,No,1851,2386,Foreign Bank Account,0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,1,Yes,1837,2379,529/Coverdell Year End Statement ,0
"Did you or your spouse pay for child care (including day camps) while you worked, looked for work, or were a full-time student or disabled?",NULL,2,No,1863,1281,Unreimbursed Business Expenses,0
Did you or  your spouse have any transactions pertaining to a health savings account (HSA)?,NULL,3,N/A,1839,2496,Large Retail Purchase (Bill of Sale),0
Did you or your spouse withdraw any amounts from a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?,NULL,3,N/A,1833,1574,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
Did you utilize any portion of your home for business use?,NULL,1,Yes,1870,1570,Taxpayer's Driver License,0
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",NULL,3,N/A,1838,2675,Electric Vehicle (Manufacturer's certification and bill of sale),0
Did you pay mortgage interest?,NULL,1,Yes,1875,1458,Home Purchase Disclosure,0
Was the insurance provided from Covered California or other government marketplace?,NULL,2,No,1859,2635,Business auto usage,0
"Did you or your spouse receive unemployment compensation this year? If yes, please upload applicable 1099-G to the ""Document Request List.""",NULL,1,Yes,1831,725,Contracts,0
Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been the victim of identify theft? ,NULL,2,No,1891,1732,Adoption Expenses,0
"Did  your spouse make payments to a pension or profit sharing plan this year or expect to make any payment next year? Note that we already have amounts contributed to BDO sponsored plans. If yes, please upload documentation.",NULL,1,Yes,1851,702,Foreign Bank Account,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,2306,Loan Closing Statement,0
Did you or your spouse receive any foreign income or pay any foreign taxes?,NULL,2,No,1866,2561,Identity Protection PIN (IP PIN) Letter,0
"Did you, your spouse, or your dependents incur unreimbursed doctor, dentist, prescription, or qualifying medical  equipment expenses not paid from an HSA/MSA?",NULL,3,N/A,1881,2509,Form 3921 - Exercise of Incentive Stock Options,0
"Did you receive any distributions from a Health savings account (HSA), Archer MSA, or Medicare Advantage MSA this year?",NULL,2,No,1844,2420,Rental Income & Expenses (Per Property),0
"Did you or your spouse make any gifts (other than qualified charitable contributions captured above) to any one entity or individual?  If yes, please upload a listing of amounts and recipients.  We will review and advise whether a gift tax return is required.",NULL,2,No,1840,702,Vehicle/Boat Donation (1098-C),0
Did you or your spouse withdraw any amounts from a Coverdell Education Savings account or Qualified Education Program (Section 529) plan?,NULL,2,No,1833,1717,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
"If your self employment or business was profitable, did you pay for medical insurance or long term care insurance for any family member?",NULL,2,No,1860,1389,Home office,0
Did you refinance a principal residence or second home this year?,NULL,2,No,1837,2581,529/Coverdell Year End Statement ,0
"Did you receive any disability income? IF YES, please provide SSA-1099 ",NULL,3,N/A,1830,1906,1099-G (Unemployment),0
Please provide Form 1098-T Tuition.,NULL,3,N/A,1864,2085,PPP Loan Details,0
"Did you or your spouse ever rent out or use any portion of the property for business purposes (home office, etc.)",NULL,1,Yes,1852,2509,Form 8332,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,2326,Loan Closing Statement,0
Were you employed in 2023 and expect to receive a W2 from your employer?,NULL,1,Yes,1848,2561,Voided Check,0
Did you or your spouse contribute to a 529 College Savings Plan or Coverdell ESA Plan last year? ,NULL,1,Yes,2716,2289,Adoption Costs,0
"Did you or your spouse pay in excess of $1,000 in any quarter or $2,600 during the year for domestic services performed in or around your home to individuals who could be considered household employees?",NULL,2,No,1858,708,Crypto,0
VT Residents: Have you provided us with a copy of your 2023 Property Tax Bill?,NULL,2,No,1883,1164,1099-G Unemployment Compensation,0
 Include Form(s) 1098-T,NULL,3,N/A,1864,528,PPP Loan Details,0
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,2,No,1854,2561,1099-G,0
Have you and your spouse provided a copy of your Driver's License this year (2023)?,NULL,3,N/A,3314,2205,0,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,3,N/A,1841,1808,IRS/State Notices,0
Please provide Form 5498-SA and 1099-SA.,NULL,1,Yes,1839,2281,Large Retail Purchase (Bill of Sale),0
Did you have estimated tax payments? ,NULL,2,No,1895,528,Loan Closing Statement,0
"Did you or your spouse have a financial interest or signatory authority over a financial account (such as a bank account, securities account, or brokerage account) located in a foreign country?",NULL,1,Yes,1889,459,529 Contribution Documentation,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,3,Loan Closing Statement,0
Did you purchase or sell your primary residence?,NULL,2,No,1837,1870,529/Coverdell Year End Statement ,0
Did you make cash contributions to a qualified US organization/charity? ,NULL,1,Yes,1886,1033,Other Tax Payments,0
"Did you or your spouse receive a distribution from a retirement or pension plan? (401(k), IRA, SEP, SIMPLE, or any other retirement plan) ",NULL,2,No,1851,2585,Foreign Bank Account,0
"Did you or your spouse have any transactions pertaining to a health savings account (HSA) during 2023?  If you received a distribution from an HSA, please include Form 1099-SA. If you or your spouse contributed to an HSA account, provide Form(s) 5498-SA.",NULL,3,N/A,1844,2500,Rental Income & Expenses (Per Property),0
Do you receive health insurance through the Affordable Care Act or New Jersey Family Care?  ,NULL,2,No,1859,1452,Business auto usage,0
Did you purchase or sell your primary residence? ,NULL,3,N/A,2997,411,Cancelled Debt information,0
Did you or your spouse receive any state income tax refunds from years 2020 or before?,NULL,3,N/A,1888,2509,Clean Vehicle Statement from the dealer,0
Did you make any contributions to an education savings or 529 Plan account?,NULL,2,No,1854,1315,1099-G,0
Did you or our spouse withdraw any amounts from a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?,NULL,1,Yes,1833,2496,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,2,No,1841,631,IRS/State Notices,0
"Did you make any cash or noncash charitable contributions (clothes, furniture, etc.)? If Yes, please provide evidence such as a receipt for any contribution greater than $250.",NULL,2,No,1886,1484,Other Tax Payments,0
"Did you pay out-of-pocket medical expenses (Co-pays, prescription drugs, etc.)?",NULL,1,Yes,1881,2490,Form 3921 - Exercise of Incentive Stock Options,0
"Could you please provide closing statements, if applicable?",NULL,1,Yes,1837,1574,529/Coverdell Year End Statement ,0
"Did you or your spouse make any CASH donations during the year?  If yes, please upload support containing the amount of the contribution as well as the recipient of the contribution to the ""Document Request List.""  Please note:  if the number of contribution receipts is significant, please consider uploading only a list of your contributions (amount and recipient), but maintain your receipts in your records.  ",NULL,1,Yes,1886,725,Other Tax Payments,0
"Are your total mortgages on your first and/or second residence greater than $750,000?",NULL,3,N/A,1875,2496,Home Purchase Disclosure,0
"Did you or your spouse make payment to a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,1,Yes,1838,2593,Electric Vehicle (Manufacturer's certification and bill of sale),0
"Did you or your spouse incur any expenses due to the adoption of a child? If yes, please upload a listing of the expenses incurred.",NULL,2,No,1862,702,Closing Statement,0
"Were you or your spouse notified of any changes in prior year tax returns, prior year tax refunds, or audited by the IRS or a State taxing agency?",NULL,3,N/A,1853,441,1099-C,0
Were you or your spouse notified by the IRS or other taxing authority of any changes in prior year returns?,NULL,1,Yes,1853,1574,1099-C,0
Did you get coverage thru the Marketplace (healthcare.gov)?,NULL,2,No,1859,2306,Business auto usage,0
"Education: Did you, your spouse, or your dependents attend a post-secondary school during the year, or plan to attend one in the coming year?",NULL,2,No,1864,1928,PPP Loan Details,0
