CPAQuestions,SelectedOptionId,FormCategoryId,Category Name
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",1,1895,Loan Closing Statement
"Did you make any non-cash donations greater than $500 to charity last year? (If yes, please provide donation receipts showing the name of the charity, address, description of items, initial cost, fair market value, and dates of purchase and donation. For help in determining the value of items donated you may reference the Salvation Army's Donation Value Guide - https://satruck.org/Home/DonationValueGuide)",1,1305,Vehicle Expenses
Was your health insurance purchased through the Marketplace?,2,0,Not Required
Did you receive a W2 from a new employer?,3,0,Not Required
Did you make any cash charitable contributions?,1,1886,Other Tax Payments
Did you or your spouse pay any student loan interest this year?,1,1845,Unemployment (1099-G)
Did you pay estimated taxes for tax year 2023? ,1,1895,Loan Closing Statement
"TAX NOTICES: During 2023, did you receive any tax notices (NOT Form 1099-Gs which documents prior year refunds)?  Please upload copies if they were not already provided to POF.",3,0,Not Required
"Foreign Bank Accounts - Did you or your spouse have any interest in or a signature authority over a bank account, securities account or other financial account in a foreign country?",2,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
Did you or your spouse pay any student loan interest this year?,3,0,Not Required
Do you have any Medical or Dental Expenses?,1,1881,Form 3921 - Exercise of Incentive Stock Options
Did you or your spouse make charitable contributions to a registered 501(c)(3) this year?,2,0,Not Required
Did you donate any money to charity last year?,1,1311,Real Estate Taxes
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",2,0,Not Required
You said moved last year. Was this military service related? ,1,1264,1099-G (Tax Refund)
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,3,0,Not Required
Did you or your spouse take out a home equity loan this year?,1,1875,Home Purchase Disclosure
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $2,500?",2,0,Not Required
"Were you or your spouse grantor or transferor for a foreign trust, have any interest in or a signature authority over a bank account, securities account or other financial account in a foreign country?ecurities account or other financial account?",1,1889,529 Contribution Documentation
Did you start a farm?,2,0,Not Required
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",1,1863,Unreimbursed Business Expenses
"Did you sell your primary residence? If yes, please provide a copy of your settlement statement for the sale.",1,1837,529/Coverdell Year End Statement 
Were you employed in 2023 and expect to receive a 1099 from your employer?,1,1857,Estimated Payment Supporting Documents
"Did you start a business or farm, purchase rental or royalty property, or acquire an interest in a partnership, S corporation, trust, or REMIC?",3,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
"Did you, your spouse, or your dependents incur any post-secondary education expenses, such as tuition?",2,0,Not Required
Did you or your spouse make payment to a pension or profit sharing plan this year or expect to make any payment next year?,2,0,Not Required
Please provide the tax information for your child if you would like us to prepare the return.,2,0,Not Required
"Did you sell, exchange, or purchase any other real estate during the year?",2,0,Not Required
Did you or your spouse  make student loan payments? ,1,1268,Other Adjustments
Did you make any contributions to an education savings or 529 plan account?,1,1846,Business Income & Expenses 
Did you receive any Social Security benefits during the year? ,2,0,Not Required
Did you make any withdrawals from an education savings or 529 Plan account?,1,1833,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) 
"Did you or your spouse receive a distribution from a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",2,0,Not Required
"If applicable, did you or your spouse receive unemployment compensation?",2,0,Not Required
"Did you sell, exchange, or purchase any other real estate during the year?",1,1837,529/Coverdell Year End Statement 
Did you or your spouse have a home equity loan outstanding during the year?,1,1875,Home Purchase Disclosure
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
"Did you or your spouse receive payment from an IRA, pension or profit sharing plan in 2023?",3,0,Not Required
"If you moved due to military service, did you incur moving expenses?",3,0,Not Required
Please attach the IRS letter(s).,1,1853,1099-C
"Did you or your spouse sell, exchange, or purchase any real estate?",2,0,Not Required
Do you have receipts to support the itemization of your medical expenses?  ,1,1881,Form 3921 - Exercise of Incentive Stock Options
"Did you pay out-of-pocket medical expenses (Co-pays, prescription drugs, etc.)?",1,1881,Form 3921 - Exercise of Incentive Stock Options
"Did you or your spouse pay in excess of $1,000 in any quarter or $2,600 during the year for domestic services performed in or around your home to individuals who could be considered household employees?",2,0,Not Required
Did you or your spouse receive unemployment compensation during 2023?,3,0,Not Required
Did you contribute to a 529 Plan?,2,0,Not Required
"Did you sell, exchange, or purchase any other real estate during the year?",1,1837,529/Coverdell Year End Statement 
Did you pay for or receive long-term care for yourself or your family?,2,0,Not Required
Did you or your spouse pay any student loan interest this year?,2,0,Not Required
Please include a copy of the college issued 1098-T with your tax documents to claim any education credits.,1,1864,PPP Loan Details
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",2,0,Not Required
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",1,1895,Loan Closing Statement
"Do you or your spouse have a foreign bank account that exceeded the value of $10,000 during the calendar year? (This can be direct or indirect ownership)",3,0,Not Required
"Did you sell, exchange, or purchase any other real estate during the year? If yes, please provide the closing statement.",3,0,Not Required
Did you or your spouse make any after-tax contributions to your HSA last year (not through employer wages)?,2,0,Not Required
Did you or your spouse have a Health Savings Account (HSA)?,1,1844,Rental Income & Expenses (Per Property)
Did you purchase or sell your primary residence?,2,0,Not Required
